hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m
6293,117.92,19.29,0.0,0.0,1.1
6294,102.92,19.43,134.0,67.0,0.9
6295,93.17,21.96,330.0,114.0,0.62
6296,93.17,24.53,517.0,142.0,0.97
6297,103.872145478699,26.22,671.0,155.0,0.48
6298,104.170976152696,27.58,767.0,171.0,0.21
6299,106.342869297758,28.65,817.0,161.0,1.24
6300,108.22283625128,29.35,793.0,158.0,2.34
6301,109.16949429095,29.5,696.0,170.0,3.24
6302,112.487398723483,29.21,569.0,139.0,4.21
6303,112.834773803237,28.57,384.0,125.0,4.83
6304,113.182319476508,27.54,191.0,81.0,4.55
6305,113.065913265805,26.41,13.0,13.0,3.86
6306,112.230445068132,25.42,0.0,0.0,3.52
6307,95.67,24.75,0.0,0.0,2.9
6308,95.67,24.15,0.0,0.0,2.48
6309,95.67,23.67,0.0,0.0,2.21
6310,117.92,23.29,0.0,0.0,2.34
6311,117.92,22.98,0.0,0.0,2.28
6312,117.92,22.83,0.0,0.0,2.48
6313,117.92,22.73,0.0,0.0,2.55
6314,117.92,22.69,0.0,0.0,2.07
6315,117.92,22.6,0.0,0.0,1.86
6316,117.92,22.48,0.0,0.0,2.0
6317,117.92,22.42,0.0,0.0,2.28
6318,102.92,22.59,32.0,32.0,2.28
6319,93.17,23.66,76.0,76.0,3.31
6320,93.17,23.18,61.0,61.0,4.83
6321,103.888046801564,24.47,65.0,65.0,3.93
6322,104.185318305897,24.31,77.0,77.0,3.86
6323,106.948514683871,23.23,113.0,113.0,3.79
6324,109.134612705422,22.03,479.0,384.0,3.45
6325,109.108721608708,21.66,251.0,248.0,2.76
6326,113.271873892189,21.76,274.0,253.0,5.31
6327,113.698758180481,22.05,396.0,103.0,5.93
6328,113.903017587063,22.47,107.0,94.0,5.72
6329,113.616724357078,21.63,8.0,8.0,4.76
6330,118.034313086217,21.06,0.0,0.0,3.52
6331,95.67,21.22,0.0,0.0,2.9
6332,95.67,19.42,0.0,0.0,1.03
6333,95.67,19.34,0.0,0.0,1.17
6334,117.92,19.18,0.0,0.0,1.93
6335,117.92,19.19,0.0,0.0,2.41
6336,117.92,19.32,0.0,0.0,3.03
6337,117.92,19.33,0.0,0.0,3.17
6338,117.92,19.36,0.0,0.0,2.83
6339,117.92,19.43,0.0,0.0,2.55
6340,117.92,19.37,0.0,0.0,2.0
6341,117.92,19.34,0.0,0.0,1.66
6342,102.92,19.42,108.0,73.0,1.52
6343,93.17,20.27,279.0,150.0,1.52
6344,93.17,21.02,376.0,251.0,3.59
6345,93.17,21.9,500.0,309.0,3.72
6346,93.17,23.0,148.0,148.0,3.79
6347,93.17,22.44,151.0,151.0,4.14
6348,93.17,22.22,311.0,303.0,4.55
6349,93.17,22.37,360.0,322.0,4.0
6350,93.17,22.12,323.0,272.0,3.72
6351,93.17,20.98,33.0,33.0,4.34
6352,93.17,20.18,118.0,97.0,4.83
6353,93.17,20.01,7.0,7.0,5.31
6354,93.17,19.8,0.0,0.0,5.38
6355,93.17,19.81,0.0,0.0,5.17
6356,93.17,19.66,0.0,0.0,3.17
6357,93.17,19.69,0.0,0.0,3.03
6358,117.92,19.67,0.0,0.0,3.03
6359,117.92,19.69,0.0,0.0,3.03
6360,117.92,19.71,0.0,0.0,3.03
6361,117.92,19.72,0.0,0.0,2.69
6362,117.92,19.64,0.0,0.0,2.55
6363,117.92,19.44,0.0,0.0,2.83
6364,117.92,19.37,0.0,0.0,2.97
6365,117.92,19.21,0.0,0.0,2.76
6366,102.92,19.4,37.0,37.0,2.83
6367,93.17,19.87,197.0,164.0,2.97
6368,93.17,19.93,287.0,247.0,3.17
6369,93.17,21.04,595.0,223.0,3.1
6370,93.17,21.6,733.0,178.0,3.03
6371,93.17,22.36,455.0,383.0,2.76
6372,93.17,22.65,376.0,345.0,2.55
6373,93.17,22.81,61.0,61.0,2.28
6374,93.17,23.09,106.0,106.0,1.66
6375,93.17,23.31,234.0,188.0,1.03
6376,93.17,23.07,154.0,88.0,0.41
6377,93.17,22.82,6.0,6.0,0.83
6378,93.17,22.23,0.0,0.0,1.31
6379,93.17,21.63,0.0,0.0,1.52
6380,93.17,20.51,0.0,0.0,1.31
6381,93.17,20.18,0.0,0.0,1.17
6382,117.92,19.84,0.0,0.0,1.17
6383,117.92,19.54,0.0,0.0,1.17
6384,117.92,19.36,0.0,0.0,0.9
6385,117.92,19.77,0.0,0.0,0.69
6386,117.92,19.86,0.0,0.0,0.55
6387,117.92,19.93,0.0,0.0,0.62
6388,117.92,19.91,0.0,0.0,0.48
6389,117.92,19.66,0.0,0.0,0.48
6390,102.92,19.99,131.0,59.0,0.48
6391,93.17,20.95,327.0,101.0,0.55
6392,93.17,22.7,513.0,124.0,1.03
6393,104.251828943272,23.67,609.0,210.0,1.79
6394,104.751607238389,24.42,758.0,149.0,2.41
6395,109.734647021181,24.89,785.0,167.0,2.9
6396,113.096482905207,25.09,781.0,141.0,3.24
6397,115.042243800234,25.23,675.0,157.0,3.45
6398,119.146229216195,25.19,531.0,150.0,3.52
6399,117.937321227646,25.01,301.0,173.0,3.66
6400,119.232746646465,24.67,90.0,83.0,3.72
6401,118.437993242869,23.99,0.0,0.0,2.97
6402,117.229962440168,23.2,0.0,0.0,2.41
6403,95.67,22.65,0.0,0.0,2.21
6404,95.67,22.44,0.0,0.0,2.14
6405,95.67,22.05,0.0,0.0,2.0
6406,117.92,21.54,0.0,0.0,1.79
6407,117.92,20.96,0.0,0.0,1.52
6408,117.92,20.75,0.0,0.0,1.24
6409,117.92,21.04,0.0,0.0,1.03
6410,117.92,21.33,0.0,0.0,0.9
6411,117.92,21.41,0.0,0.0,0.76
6412,117.92,21.19,0.0,0.0,0.69
6413,117.92,21.09,0.0,0.0,0.69
6414,102.92,20.61,107.0,68.0,0.69
6415,93.17,21.47,313.0,110.0,0.76
6416,93.17,22.94,490.0,149.0,1.38
6417,104.145007323636,24.12,628.0,181.0,2.21
6418,104.591271052321,25.05,736.0,176.0,2.97
6419,109.960041197596,25.55,783.0,166.0,3.52
6420,114.888595283521,25.79,742.0,192.0,3.86
6421,113.476150527514,25.8,571.0,281.0,4.14
6422,117.461576793475,25.57,528.0,150.0,4.28
6423,117.812926151033,25.14,320.0,154.0,4.34
6424,118.656034462688,24.42,160.0,76.0,4.14
6425,115.224316072459,23.63,0.0,0.0,3.79
6426,113.544191483743,22.95,0.0,0.0,3.66
6427,95.67,22.57,0.0,0.0,3.66
6428,95.67,22.27,0.0,0.0,3.31
6429,95.67,22.14,0.0,0.0,3.17
6430,117.92,22.1,0.0,0.0,3.03
6431,117.92,21.99,0.0,0.0,2.9
6432,117.92,21.86,0.0,0.0,2.83
6433,117.92,21.84,0.0,0.0,2.83
6434,117.92,21.65,0.0,0.0,2.76
6435,117.92,21.48,0.0,0.0,2.48
6436,117.92,21.52,0.0,0.0,2.41
6437,117.92,21.58,0.0,0.0,2.55
6438,102.92,21.85,19.0,19.0,2.48
6439,93.17,22.49,119.0,117.0,2.55
6440,93.17,23.24,71.0,71.0,2.14
6441,104.077401543489,23.81,99.0,99.0,2.62
6442,104.482497100278,23.69,79.0,79.0,2.07
6443,108.533419088258,23.44,305.0,298.0,2.76
6444,111.205190284628,23.18,406.0,357.0,3.1
6445,115.148254398763,22.78,497.0,319.0,3.72
6446,116.973760687762,22.62,507.0,161.0,3.86
6447,116.65796467901,22.31,339.0,125.0,3.59
6448,116.155214090514,21.25,101.0,85.0,2.97
6449,116.121686038055,20.44,0.0,0.0,1.38
6450,113.186653830639,20.28,0.0,0.0,0.83
6451,95.67,20.45,0.0,0.0,0.55
6452,95.67,20.23,0.0,0.0,0.69
6453,95.67,20.28,0.0,0.0,0.62
6454,117.92,20.64,0.0,0.0,0.48
6455,117.92,19.85,0.0,0.0,0.83
6456,117.92,19.27,0.0,0.0,1.17
6457,117.92,18.89,0.0,0.0,1.45
6458,117.92,18.43,0.0,0.0,1.59
6459,117.92,17.97,0.0,0.0,1.59
6460,117.92,17.75,0.0,0.0,1.66
6461,117.92,17.71,0.0,0.0,1.72
6462,102.92,18.01,112.0,62.0,1.59
6463,93.17,19.94,284.0,135.0,1.45
6464,93.17,22.21,490.0,139.0,1.93
6465,103.987671781114,23.01,569.0,248.0,1.72
6466,104.35457354244,23.83,707.0,211.0,1.52
6467,107.606348034779,24.52,706.0,268.0,1.59
6468,109.87422268953,24.98,493.0,374.0,2.0
6469,112.189024668779,25.07,451.0,333.0,1.72
6470,115.637959450003,25.05,216.0,210.0,1.72
6471,115.526668896751,24.7,223.0,180.0,1.52
6472,116.500002235032,24.44,136.0,82.0,1.31
6473,114.339908719802,23.7,0.0,0.0,1.72
6474,112.978208680757,22.88,0.0,0.0,2.07
6475,95.67,22.21,0.0,0.0,1.72
6476,95.67,22.02,0.0,0.0,1.86
6477,95.67,21.28,0.0,0.0,1.31
6478,117.92,21.08,0.0,0.0,1.24
6479,117.92,20.71,0.0,0.0,1.24
6480,117.92,20.37,0.0,0.0,1.1
6481,117.92,20.99,0.0,0.0,0.55
6482,117.92,20.84,0.0,0.0,0.55
6483,117.92,19.07,0.0,0.0,1.38
6484,117.92,18.92,0.0,0.0,1.86
6485,117.92,18.95,0.0,0.0,1.79
6486,102.92,18.83,69.0,61.0,1.38
6487,93.17,20.9,317.0,97.0,1.03
6488,93.17,22.3,463.0,167.0,1.86
6489,103.935454331472,23.18,508.0,291.0,1.93
6490,104.265603907722,23.91,602.0,318.0,1.59
6491,108.241475164264,24.38,748.0,200.0,1.38
6492,113.53238179242,24.77,504.0,370.0,1.45
6493,111.677483010222,24.88,221.0,220.0,1.59
6494,115.99908539411,25.01,392.0,254.0,1.24
6495,116.299492390937,24.81,163.0,153.0,1.31
6496,116.763707252517,24.48,13.0,13.0,1.31
6497,116.775936330992,23.56,0.0,0.0,1.66
6498,116.423351352677,22.64,0.0,0.0,0.83
6499,95.67,21.99,0.0,0.0,0.76
6500,95.67,20.81,0.0,0.0,0.9
6501,95.67,21.51,0.0,0.0,0.55
6502,117.92,20.61,0.0,0.0,0.83
6503,117.92,19.86,0.0,0.0,1.45
6504,117.92,20.08,0.0,0.0,2.21
6505,117.92,20.1,0.0,0.0,2.76
6506,117.92,19.88,0.0,0.0,3.24
6507,117.92,19.63,0.0,0.0,3.59
6508,117.92,19.35,0.0,0.0,3.86
6509,117.92,19.17,0.0,0.0,4.0
6510,102.92,18.99,90.0,65.0,4.0
6511,93.17,19.31,305.0,102.0,3.79
6512,93.17,20.42,473.0,150.0,3.38
6513,93.17,21.07,648.0,135.0,3.17
6514,93.17,21.93,454.0,362.0,3.17
6515,93.17,22.39,396.0,357.0,3.1
6516,93.17,22.7,85.0,85.0,2.97
6517,93.17,23.16,59.0,59.0,3.17
6518,93.17,21.43,150.0,150.0,3.66
6519,93.17,21.37,82.0,82.0,3.31
6520,93.17,21.07,38.0,38.0,3.45
6521,93.17,20.3,0.0,0.0,3.1
6522,93.17,19.74,0.0,0.0,2.97
6523,93.17,19.48,0.0,0.0,3.31
6524,93.17,19.57,0.0,0.0,3.17
6525,93.17,19.33,0.0,0.0,3.66
6526,117.92,19.13,0.0,0.0,3.72
6527,117.92,18.97,0.0,0.0,4.0
6528,117.92,18.63,0.0,0.0,4.14
6529,117.92,18.31,0.0,0.0,4.28
6530,117.92,18.2,0.0,0.0,4.34
6531,117.92,18.06,0.0,0.0,4.34
6532,117.92,17.88,0.0,0.0,4.55
6533,117.92,17.68,0.0,0.0,4.69
6534,102.92,17.46,84.0,64.0,4.97
6535,93.17,17.65,283.0,124.0,5.03
6536,93.17,18.47,461.0,162.0,5.17
6537,93.17,19.53,615.0,173.0,5.59
6538,93.17,20.29,558.0,340.0,6.07
6539,93.17,20.97,644.0,316.0,6.14
6540,93.17,21.17,0.0,0.0,6.07
6541,93.17,21.07,526.0,291.0,6.21
6542,93.17,20.86,440.0,217.0,6.28
6543,93.17,20.25,301.0,143.0,6.41
6544,93.17,19.5,128.0,73.0,6.48
6545,93.17,17.97,0.0,0.0,7.35
6546,93.17,17.9,0.0,0.0,6.83
6547,93.17,17.83,0.0,0.0,6.31
6548,93.17,17.76,0.0,0.0,5.79
6549,93.17,17.69,0.0,0.0,5.27
6550,117.92,17.62,0.0,0.0,4.75
6551,117.92,17.54,0.0,0.0,4.23
6552,114.92,17.47,0.0,0.0,3.71
6553,117.92,17.4,0.0,0.0,3.19
6554,117.92,17.33,0.0,0.0,2.67
6555,117.92,17.26,0.0,0.0,2.15
6556,117.92,17.19,0.0,0.0,1.63
6557,117.92,17.12,0.0,0.0,1.11
6558,117.92,17.04,58.0,53.0,0.59
6559,93.17,16.97,168.0,147.0,0.08
6560,93.17,16.9,266.0,232.0,-0.44
6561,106.73,20.48,332.0,296.0,0.97
6562,106.73,21.07,211.0,211.0,1.72
6563,106.73,21.63,382.0,347.0,2.14
6564,106.73,22.24,136.0,136.0,2.69
6565,106.73,22.49,334.0,300.0,2.97
6566,106.73,22.64,268.0,239.0,3.03
6567,106.73,22.32,298.0,131.0,3.03
6568,106.73,21.76,100.0,74.0,2.62
6569,106.73,21.18,0.0,0.0,2.55
6570,106.73,20.56,0.0,0.0,2.48
6571,110.67,20.16,0.0,0.0,2.62
6572,110.67,19.37,0.0,0.0,2.0
6573,110.67,18.9,0.0,0.0,1.59
6574,117.92,18.32,0.0,0.0,1.31
6575,117.92,18.14,0.0,0.0,1.1
6576,117.92,18.09,0.0,0.0,1.1
6577,117.92,17.76,0.0,0.0,1.45
6578,117.92,17.53,0.0,0.0,1.38
6579,117.92,17.38,0.0,0.0,1.38
6580,117.92,17.34,0.0,0.0,1.31
6581,117.92,16.91,0.0,0.0,1.52
6582,117.92,17.14,13.0,13.0,1.38
6583,93.17,19.08,66.0,66.0,1.03
6584,93.17,21.69,439.0,167.0,2.07
6585,106.73,22.61,421.0,306.0,2.34
6586,106.73,23.24,566.0,318.0,2.55
6587,106.73,23.95,531.0,363.0,2.83
6588,106.73,24.53,638.0,265.0,3.66
6589,106.73,24.24,361.0,307.0,4.14
6590,106.73,24.03,252.0,229.0,3.72
6591,106.73,23.56,165.0,150.0,3.52
6592,106.73,23.02,128.0,58.0,3.52
6593,106.73,22.36,0.0,0.0,3.1
6594,106.73,21.76,0.0,0.0,2.97
6595,110.67,21.28,0.0,0.0,2.69
6596,110.67,21.22,0.0,0.0,2.28
6597,110.67,20.94,0.0,0.0,2.21
6598,117.92,20.69,0.0,0.0,2.21
6599,117.92,20.46,0.0,0.0,2.21
6600,117.92,20.0,0.0,0.0,1.93
6601,117.92,19.46,0.0,0.0,1.86
6602,117.92,19.09,0.0,0.0,1.72
6603,117.92,19.03,0.0,0.0,2.41
6604,117.92,19.66,0.0,0.0,2.97
6605,117.92,20.04,0.0,0.0,3.03
6606,117.92,20.37,98.0,52.0,2.97
6607,93.17,21.22,243.0,140.0,3.1
6608,93.17,22.22,452.0,151.0,1.93
6609,106.73,23.92,603.0,163.0,3.03
6610,106.73,25.11,583.0,308.0,4.14
6611,106.73,25.36,703.0,221.0,4.76
6612,106.73,25.32,739.0,131.0,4.69
6613,106.73,25.38,580.0,215.0,4.55
6614,106.73,25.27,489.0,128.0,3.86
6615,106.73,24.82,289.0,126.0,2.62
6616,106.73,24.57,123.0,58.0,1.93
6617,106.73,23.74,0.0,0.0,1.24
6618,106.73,23.06,0.0,0.0,1.72
6619,110.67,22.26,0.0,0.0,2.0
6620,110.67,22.0,0.0,0.0,2.48
6621,110.67,21.68,0.0,0.0,2.97
6622,117.92,21.15,0.0,0.0,3.38
6623,117.92,20.61,0.0,0.0,3.38
6624,117.92,20.1,0.0,0.0,3.17
6625,117.92,19.6,0.0,0.0,2.97
6626,117.92,19.14,0.0,0.0,2.9
6627,117.92,18.77,0.0,0.0,3.03
6628,117.92,18.51,0.0,0.0,3.17
6629,117.92,18.31,0.0,0.0,3.03
6630,117.92,18.26,100.0,50.0,2.83
6631,93.17,19.39,297.0,93.0,2.62
6632,93.17,21.04,480.0,117.0,3.1
6633,106.73,22.27,630.0,131.0,3.52
6634,106.73,23.33,724.0,141.0,3.79
6635,106.73,24.24,764.0,139.0,3.86
6636,106.73,24.82,731.0,142.0,3.86
6637,106.73,25.06,633.0,142.0,3.66
6638,106.73,25.16,493.0,125.0,3.52
6639,106.73,24.93,317.0,95.0,2.9
6640,106.73,24.33,115.0,58.0,2.62
6641,106.73,23.31,0.0,0.0,2.83
6642,106.73,22.43,0.0,0.0,2.55
6643,110.67,21.9,0.0,0.0,2.76
6644,110.67,22.03,0.0,0.0,3.59
6645,110.67,21.85,0.0,0.0,3.93
6646,117.92,21.66,0.0,0.0,4.07
6647,117.92,21.45,0.0,0.0,4.48
6648,117.92,21.17,0.0,0.0,4.62
6649,117.92,20.91,0.0,0.0,5.03
6650,117.92,20.77,0.0,0.0,5.31
6651,117.92,20.71,0.0,0.0,5.86
6652,117.92,20.45,0.0,0.0,6.48
6653,117.92,19.79,0.0,0.0,6.07
6654,117.92,19.18,94.0,52.0,5.38
6655,93.17,19.28,296.0,93.0,5.31
6656,93.17,19.59,488.0,113.0,5.72
6657,106.73,20.16,630.0,136.0,6.21
6658,106.73,20.81,732.0,140.0,6.97
6659,106.73,21.47,763.0,146.0,7.24
6660,106.73,21.72,742.0,136.0,7.24
6661,106.73,21.86,638.0,140.0,7.31
6662,106.73,21.82,496.0,122.0,7.03
6663,106.73,21.5,317.0,95.0,6.55
6664,106.73,20.87,121.0,51.0,6.07
6665,108.549397864978,20.03,0.0,0.0,5.52
6666,106.73,19.4,0.0,0.0,5.31
6667,110.67,18.89,0.0,0.0,5.38
6668,110.67,17.93,0.0,0.0,5.72
6669,110.67,17.45,0.0,0.0,5.45
6670,117.92,17.04,0.0,0.0,5.17
6671,117.92,16.67,0.0,0.0,4.9
6672,117.92,16.33,0.0,0.0,4.55
6673,117.92,15.98,0.0,0.0,4.21
6674,117.92,15.61,0.0,0.0,3.79
6675,117.92,15.23,0.0,0.0,3.52
6676,117.92,14.84,0.0,0.0,3.31
6677,117.92,14.49,0.0,0.0,3.1
6678,117.92,14.24,103.0,44.0,2.97
6679,93.17,15.61,230.0,146.0,2.48
6680,93.17,17.55,488.0,115.0,3.38
6681,93.17,18.82,643.0,123.0,3.52
6682,93.17,20.01,735.0,138.0,3.66
6683,93.17,21.11,771.0,140.0,4.0
6684,93.17,21.93,745.0,134.0,4.34
6685,93.17,22.47,637.0,144.0,4.76
6686,93.17,22.56,500.0,119.0,5.17
6687,93.17,22.25,314.0,94.0,5.17
6688,93.17,21.59,118.0,50.0,4.83
6689,93.17,20.66,0.0,0.0,4.28
6690,93.17,19.76,0.0,0.0,3.86
6691,108.17,19.01,0.0,0.0,3.38
6692,108.17,18.82,0.0,0.0,3.17
6693,108.17,18.18,0.0,0.0,3.03
6694,117.92,17.55,0.0,0.0,3.03
6695,117.92,17.01,0.0,0.0,3.1
6696,117.92,16.47,0.0,0.0,3.03
6697,117.92,16.0,0.0,0.0,2.9
6698,117.92,15.53,0.0,0.0,2.76
6699,117.92,15.18,0.0,0.0,2.76
6700,117.92,14.91,0.0,0.0,2.62
6701,117.92,14.67,0.0,0.0,2.48
6702,117.92,14.54,95.0,46.0,2.41
6703,93.17,16.18,292.0,89.0,2.07
6704,93.17,18.76,480.0,113.0,2.07
6705,93.17,20.57,628.0,129.0,1.86
6706,93.17,21.74,725.0,134.0,1.72
6707,93.17,22.56,757.0,141.0,1.86
6708,93.17,23.17,738.0,127.0,2.14
6709,93.17,23.5,590.0,194.0,2.34
6710,93.17,23.59,463.0,149.0,2.41
6711,93.17,23.41,302.0,95.0,2.34
6712,93.17,23.05,108.0,50.0,2.21
6713,93.17,22.21,0.0,0.0,1.72
6714,93.17,21.2,0.0,0.0,0.83
6715,108.17,21.14,0.0,0.0,0.48
6716,108.17,19.74,0.0,0.0,0.76
6717,108.17,19.31,0.0,0.0,0.83
6718,117.92,19.2,0.0,0.0,0.69
6719,117.92,18.84,0.0,0.0,0.48
6720,117.92,18.43,0.0,0.0,0.34
6721,117.92,18.02,0.0,0.0,0.62
6722,117.92,17.21,0.0,0.0,0.97
6723,117.92,15.59,0.0,0.0,1.24
6724,117.92,14.32,0.0,0.0,1.52
6725,117.92,13.66,0.0,0.0,1.79
6726,117.92,13.6,92.0,44.0,1.79
6727,93.17,15.78,289.0,87.0,1.31
6728,93.17,19.51,477.0,110.0,1.31
6729,106.73,21.19,622.0,128.0,1.24
6730,106.73,22.3,720.0,135.0,0.76
6731,106.73,23.15,747.0,146.0,0.14
6732,106.73,23.73,705.0,159.0,0.83
6733,106.73,24.08,603.0,165.0,1.38
6734,106.73,24.15,476.0,123.0,1.66
6735,106.73,23.88,293.0,98.0,1.52
6736,106.73,23.26,103.0,49.0,1.24
6737,106.73,22.32,0.0,0.0,1.72
6738,106.73,21.16,0.0,0.0,2.48
6739,110.67,20.18,0.0,0.0,2.62
6740,110.67,19.4,0.0,0.0,2.28
6741,110.67,18.08,0.0,0.0,1.59
6742,117.92,19.01,0.0,0.0,0.55
6743,117.92,18.6,0.0,0.0,0.0
6744,117.92,18.03,0.0,0.0,0.55
6745,117.92,16.13,0.0,0.0,1.17
6746,117.92,14.82,0.0,0.0,1.59
6747,117.92,14.58,0.0,0.0,1.86
6748,117.92,14.4,0.0,0.0,1.93
6749,117.92,14.38,0.0,0.0,2.07
6750,117.92,14.65,22.0,22.0,2.21
6751,93.17,16.59,209.0,142.0,2.07
6752,93.17,19.46,453.0,129.0,2.34
6753,106.73,21.44,601.0,143.0,2.97
6754,106.73,22.29,696.0,153.0,3.38
6755,106.73,22.9,729.0,155.0,3.79
6756,106.73,23.6,658.0,215.0,3.72
6757,106.73,24.09,608.0,143.0,3.66
6758,106.73,24.0,467.0,123.0,3.72
6759,106.73,23.43,293.0,91.0,4.07
6760,106.73,22.54,96.0,48.0,4.34
6761,106.73,21.33,0.0,0.0,4.28
6762,106.73,20.25,0.0,0.0,4.28
6763,110.67,19.38,0.0,0.0,4.07
6764,110.67,19.01,0.0,0.0,4.0
6765,110.67,18.54,0.0,0.0,4.07
6766,117.92,18.07,0.0,0.0,4.07
6767,117.92,17.65,0.0,0.0,4.21
6768,117.92,17.27,0.0,0.0,4.34
6769,117.92,16.96,0.0,0.0,4.34
6770,117.92,16.84,0.0,0.0,4.34
6771,117.92,16.61,0.0,0.0,4.34
6772,117.92,16.46,0.0,0.0,4.41
6773,117.92,16.35,0.0,0.0,4.48
6774,117.92,16.3,81.0,45.0,4.69
6775,93.17,17.15,276.0,90.0,4.83
6776,93.17,18.53,452.0,121.0,6.14
6777,106.73,19.76,592.0,148.0,6.76
6778,106.73,20.83,681.0,164.0,6.97
6779,106.73,21.7,672.0,231.0,7.17
6780,106.73,22.0,677.0,177.0,7.1
6781,106.73,22.05,597.0,148.0,7.1
6782,106.73,21.73,455.0,129.0,6.83
6783,106.73,21.14,275.0,102.0,6.69
6784,106.73,20.28,92.0,46.0,6.28
6785,106.73,19.27,0.0,0.0,5.66
6786,106.73,18.53,0.0,0.0,5.1
6787,110.67,17.99,0.0,0.0,4.76
6788,110.67,17.87,0.0,0.0,4.62
6789,110.67,17.62,0.0,0.0,4.41
6790,117.92,17.32,0.0,0.0,4.41
6791,117.92,17.11,0.0,0.0,4.55
6792,117.92,16.85,0.0,0.0,4.69
6793,117.92,16.66,0.0,0.0,4.76
6794,117.92,16.42,0.0,0.0,4.83
6795,117.92,16.23,0.0,0.0,4.83
6796,117.92,16.11,0.0,0.0,4.97
6797,117.92,16.1,0.0,0.0,5.31
6798,117.92,16.1,78.0,44.0,5.66
6799,93.17,16.87,270.0,92.0,5.86
6800,93.17,18.2,456.0,117.0,7.38
6801,106.73,19.18,604.0,133.0,7.72
6802,106.73,19.9,700.0,142.0,7.72
6803,106.73,20.52,729.0,148.0,7.72
6804,106.73,20.87,687.0,164.0,7.59
6805,106.73,21.0,599.0,147.0,7.66
6806,106.73,20.77,463.0,118.0,7.72
6807,106.73,20.16,283.0,91.0,7.66
6808,106.73,19.32,91.0,44.0,7.38
6809,106.73,18.42,0.0,0.0,6.76
6810,106.73,17.81,0.0,0.0,6.48
6811,110.67,17.56,0.0,0.0,6.07
6812,110.67,17.56,0.0,0.0,5.72
6813,110.67,17.55,0.0,0.0,5.66
6814,117.92,17.41,0.0,0.0,5.79
6815,117.92,17.18,0.0,0.0,5.93
6816,117.92,17.02,0.0,0.0,6.14
6817,117.92,16.89,0.0,0.0,6.34
6818,117.92,16.67,0.0,0.0,6.55
6819,117.92,16.66,0.0,0.0,6.69
6820,117.92,16.41,0.0,0.0,6.76
6821,117.92,16.31,0.0,0.0,6.83
6822,117.92,16.28,45.0,45.0,6.9
6823,93.17,16.79,126.0,119.0,6.83
6824,93.17,17.88,406.0,171.0,8.07
6825,106.73,18.82,455.0,278.0,8.55
6826,106.73,19.53,650.0,202.0,9.1
6827,106.73,19.81,708.0,167.0,8.9
6828,106.73,20.23,633.0,226.0,8.83
6829,106.73,20.18,571.0,175.0,8.62
6830,106.73,20.08,386.0,195.0,8.41
6831,106.73,19.52,264.0,100.0,8.28
6832,106.73,18.81,81.0,44.0,8.14
6833,106.73,18.17,0.0,0.0,7.66
6834,106.73,17.84,0.0,0.0,7.52
6835,110.67,17.75,0.0,0.0,7.17
6836,110.67,18.06,0.0,0.0,7.52
6837,110.67,17.86,0.0,0.0,7.38
6838,117.92,17.4,0.0,0.0,7.31
6839,117.92,16.95,0.0,0.0,7.17
6840,117.92,16.51,0.0,0.0,7.03
6841,117.92,16.16,0.0,0.0,6.97
6842,117.92,15.96,0.0,0.0,6.83
6843,117.92,15.83,0.0,0.0,6.69
6844,117.92,15.73,0.0,0.0,6.55
6845,117.92,15.65,0.0,0.0,6.34
6846,117.92,15.71,40.0,40.0,6.28
6847,93.17,16.42,266.0,89.0,6.14
6848,93.17,17.49,448.0,116.0,7.45
6849,93.17,18.72,595.0,132.0,7.31
6850,93.17,20.0,690.0,141.0,6.9
6851,93.17,20.79,723.0,143.0,6.62
6852,93.17,21.28,699.0,133.0,6.48
6853,93.17,21.47,592.0,141.0,6.41
6854,93.17,21.17,448.0,123.0,6.28
6855,93.17,20.65,271.0,90.0,6.07
6856,93.17,19.7,80.0,41.0,5.93
6857,93.17,18.7,0.0,0.0,5.38
6858,93.17,17.93,0.0,0.0,5.31
6859,108.17,17.4,0.0,0.0,4.69
6860,108.17,17.05,0.0,0.0,4.14
6861,108.17,16.65,0.0,0.0,4.14
6862,117.92,16.28,0.0,0.0,4.28
6863,117.92,15.92,0.0,0.0,4.34
6864,117.92,15.61,0.0,0.0,4.48
6865,117.92,15.36,0.0,0.0,4.48
6866,117.92,15.16,0.0,0.0,4.41
6867,117.92,14.95,0.0,0.0,4.21
6868,117.92,14.81,0.0,0.0,4.0
6869,117.92,14.69,0.0,0.0,3.93
6870,117.92,14.68,39.0,39.0,3.79
6871,93.17,15.76,257.0,90.0,3.72
6872,93.17,17.87,358.0,199.0,4.48
6873,93.17,19.39,362.0,288.0,4.83
6874,93.17,20.73,662.0,162.0,4.69
6875,93.17,22.06,702.0,153.0,4.55
6876,93.17,23.18,573.0,274.0,4.41
6877,93.17,23.73,595.0,125.0,4.07
6878,93.17,23.78,438.0,119.0,3.86
6879,93.17,23.26,258.0,91.0,3.93
6880,93.17,22.23,62.0,44.0,3.59
6881,93.17,20.98,0.0,0.0,3.17
6882,93.17,19.84,0.0,0.0,3.1
6883,108.17,18.93,0.0,0.0,2.83
6884,108.17,18.3,0.0,0.0,2.48
6885,108.17,17.62,0.0,0.0,2.34
6886,117.92,17.0,0.0,0.0,2.28
6887,117.92,16.38,0.0,0.0,2.14
6888,117.92,15.79,0.0,0.0,2.0
6889,117.92,15.34,0.0,0.0,2.07
