hour,Load (kW),Air Temp,SolRad_Hor,SolRad_Dif,WS_10m,RH
2651,93.17,16.81,839,322,8.9,86.1
2652,93.17,16.98,899,214,8.76,84.9
2653,93.17,17.19,845,165,8.83,82.05
2654,93.17,17.32,697,175,8.62,79.4
2655,93.17,17.38,494,184,8,77.2
2656,93.17,17.41,312,121,7.17,76.55
2657,93.17,17.35,120,58,6.55,77.9
2658,93.17,17.25,0,0,6,80.15
2659,108.17,17.1,0,0,5.17,82.85
2660,108.17,16.98,0,0,4.14,84.6
2661,108.17,17.17,0,0,2.34,82.05
2662,117.92,16.86,0,0,0.62,88.35
2663,117.92,16.54,0,0,3.38,91.05
2664,117.92,16.57,0,0,7.93,87.15
2665,117.92,16.14,0,0,10.9,84.8
2666,117.92,15.76,0,0,12.41,82.95
2667,117.92,15.59,0,0,11.72,80.2
2668,117.92,15.54,0,0,11.31,81.8
2669,117.92,15.48,27,21,10.97,81.7
2670,117.92,15.44,196,104,10.41,81.65
2671,93.17,15.36,405,151,10.21,81.55
2672,93.17,15.42,521,267,10.41,80.7
2673,93.17,15.54,593,366,10.69,79.75
2674,93.17,15.65,888,177,11.1,79
2675,93.17,15.65,593,462,11.31,77.9
2676,93.17,15.74,807,342,11.52,78.3
2677,93.17,16.01,705,348,11.52,76.85
2678,93.17,16.2,611,285,11.24,75.45
2679,93.17,16.36,382,264,10.62,75.05
2680,93.17,16.42,324,111,9.93,75.05
2681,93.17,16.4,125,56,9.59,75.5
2682,93.17,16.33,0,0,9.03,76.3
2683,108.17,16.25,0,0,8.48,77.4
2684,108.17,16.22,0,0,8.14,77.85
2685,108.17,16.21,0,0,7.79,78.1
2686,117.92,16.16,0,0,7.24,78.55
2687,117.92,16.05,0,0,5.72,78.45
2688,117.92,15.54,0,0,5.79,79.05
2689,117.92,15.04,0,0,6,80.6
2690,117.92,14.62,0,0,5.45,81.85
2691,117.92,14.52,0,0,5.38,79.9
2692,117.92,14.48,0,0,4.76,78.8
2693,117.92,14.38,5,5,4.28,79.1
2694,117.92,14.4,151,119,3.72,78
2695,93.17,14.42,160,158,3.79,77.9
2696,93.17,14.44,333,296,4.41,77.05
2697,106.834188681312,14.43,389,356,4.97,74.7
2698,106.73,14.44,109,109,5.59,73.3
2699,106.978578112903,14.51,313,312,6.62,81.6
2700,107.250600656683,14.43,470,425,7.1,81.5
2701,106.73,14.48,611,406,7.45,79.75
2702,106.73,14.57,360,327,8,77.25
2703,106.73,14.65,173,172,8.07,75.9
2704,106.73,14.71,83,83,7.86,74.4
2705,106.73,14.8,120,63,7.79,73.35
2706,106.787450668804,14.84,0,0,8,73.05
2707,110.67,14.85,0,0,8.28,73
2708,110.67,14.83,0,0,8.69,73.4
2709,110.67,14.78,0,0,9.03,73.85
2710,117.92,14.72,0,0,9.1,73.65
2711,117.92,14.59,0,0,8.83,74.7
2712,117.92,14.54,0,0,8.41,73.2
2713,117.92,14.53,0,0,8.28,72.45
2714,117.92,14.52,0,0,8.21,71.75
2715,117.92,14.47,0,0,8.28,71.2
2716,117.92,14.43,0,0,8.62,70.95
2717,117.92,14.29,8,8,8.83,71.8
2718,117.92,14.29,30,30,8.97,72.15
2719,93.17,14.4,150,149,9.31,71.65
2720,93.17,14.48,129,129,9.86,71.25
2721,106.73,14.44,236,236,10.14,71.5
2722,106.73,14.36,874,211,10.14,70.9
2723,107.88001923489,14.23,937,190,10.21,70.65
2724,106.73,14.11,936,161,10.07,69.7
2725,106.73,14.09,599,412,9.86,68.6
2726,106.73,14.2,638,263,9.45,67.1
2727,106.799803303403,14.3,434,246,8.97,66.05
2728,106.826850952283,14.48,325,117,8.28,65.05
2729,106.871159084525,14.57,129,58,7.72,64.95
2730,106.73,14.52,0,0,7.38,66.15
2731,110.67,14.53,0,0,6.76,67.05
2732,110.67,14.54,0,0,6.28,67.4
2733,110.67,14.58,0,0,5.59,67.3
2734,117.92,14.56,0,0,5.03,67.1
2735,117.92,14.62,0,0,4.14,66.05
2736,117.92,14.58,0,0,3.52,66.2
2737,117.92,14.54,0,0,2.76,66.2
2738,117.92,14.5,0,0,2.34,66.4
2739,117.92,14.49,0,0,2.07,66.8
2740,117.92,14.49,0,0,1.86,67.05
2741,117.92,14.52,36,26,1.66,67.35
2742,117.92,14.66,215,102,1.93,68.05
2743,93.17,14.86,437,126,2.76,69.2
2744,93.17,15.09,639,137,3.52,70.25
2745,106.976398109833,15.29,783,176,4.07,70.65
2746,107.150135577994,15.48,770,349,4,70.5
2747,108.260218771285,15.68,909,240,3.93,71.55
2748,107.523919666971,15.81,948,141,3.72,71.7
2749,108.722695603203,15.92,863,149,3.93,72.25
2750,108.422222374848,16.04,733,129,4.34,73.25
2751,109.888329352669,16.07,488,203,4.62,75.2
2752,109.350950059713,16.14,271,163,4.76,77.05
2753,110.411054346623,16.2,128,62,4.9,78.3
2754,109.280938894777,16.15,0,0,5.17,80.7
2755,110.67,16.11,0,0,5.24,82.7
2756,110.67,16.11,0,0,5.17,84.1
2757,110.67,16.09,0,0,5.24,85.35
2758,117.92,16.09,0,0,5.38,85.7
2759,117.92,16,0,0,5.86,83.5
2760,117.92,15.95,0,0,6.28,83.95
2761,117.92,15.88,0,0,6.48,84.25
2762,117.92,15.83,0,0,6.28,84.35
2763,117.92,15.8,0,0,5.86,84.4
2764,117.92,15.75,0,0,5.24,84.45
2765,117.92,15.74,44,28,4.41,84.25
2766,117.92,15.78,240,81,3.93,84.05
2767,93.17,15.87,433,137,3.52,83.7
2768,93.17,15.99,597,203,3.24,83.2
2769,108.007128323253,16.09,709,284,2.9,83
2770,106.893713152572,16.19,908,159,2.69,82.8
2771,107.931492170534,16.4,952,171,3.17,82.55
2772,106.73,16.54,935,170,3.31,81.8
2773,107.814783944577,16.61,795,259,3.45,80.95
2774,108.130018565633,16.57,583,316,3.03,80.35
2775,107.550916527171,16.48,379,270,2.41,80.15
2776,107.317415103592,16.36,237,174,2.76,80.7
2777,109.207877952018,16.22,126,65,2.69,81.8
2778,108.34057215819,16.09,0,0,2,83.1
2779,110.67,16.01,0,0,1.72,84.1
2780,110.67,15.97,0,0,1.45,84.55
2781,110.67,15.9,0,0,2.14,84.95
2782,117.92,15.86,0,0,3.1,85.45
2783,117.92,16.07,0,0,3.1,80.75
2784,117.92,16.06,0,0,3.66,80.25
2785,117.92,15.98,0,0,4.69,79.55
2786,117.92,15.89,0,0,5.93,78.65
2787,117.92,15.73,0,0,7.31,77.25
2788,117.92,15.5,0,0,8.83,76.75
2789,117.92,15.35,9,9,9.38,75.65
2790,117.92,15.32,101,98,9.66,74.2
2791,93.17,15.37,389,190,9.93,72.9
2792,93.17,15.43,600,204,9.72,71.85
2793,106.73,15.5,463,388,9.45,70.4
2794,106.73,15.54,574,444,9.38,69.95
2795,106.73,15.55,892,271,9.79,71.5
2796,106.73,15.51,750,404,10.21,71.9
2797,106.73,15.43,356,344,10.34,72.05
2798,106.73,15.31,368,333,10.55,72.2
2799,106.73,15.2,332,271,10.62,72.1
2800,106.73,15.17,237,175,10.34,71.35
2801,106.73,15.15,69,64,10.14,70.2
2802,106.73,15.19,0,0,10.14,69
2803,110.67,15.22,0,0,9.93,67.9
2804,110.67,15.31,0,0,9.52,66.85
2805,110.67,15.34,0,0,9.38,66.5
2806,117.92,15.32,0,0,9.66,66.65
2807,117.92,14.94,0,0,9.79,68.55
2808,117.92,14.91,0,0,9.38,68.7
2809,117.92,14.93,0,0,9.17,68.6
2810,117.92,14.92,0,0,9.1,68.9
2811,117.92,14.9,0,0,8.97,69.55
2812,117.92,14.86,0,0,9.03,70.15
2813,117.92,14.86,27,25,9.1,70.8
2814,117.92,14.98,137,120,9.03,70.9
2815,93.17,15.12,377,202,9.24,71.45
2816,93.17,15.34,634,161,9.38,71.55
2817,93.17,15.57,800,162,9.31,71.75
2818,93.17,15.84,918,150,9.03,71.95
2819,93.17,15.81,961,161,9.1,72.4
2820,93.17,16,949,151,8.97,73.2
2821,93.17,16.13,864,158,8.69,74.05
2822,93.17,16.25,727,150,8.55,74.7
2823,93.17,16.3,526,166,8.34,75.8
2824,93.17,16.37,295,154,7.72,76.95
2825,93.17,16.34,116,74,7.52,78.4
2826,93.17,16.25,0,0,7.59,80
2827,108.17,16.19,0,0,7.38,81.15
2828,108.17,16.15,0,0,7.59,82.15
2829,108.17,16.1,0,0,7.59,83.05
2830,117.92,16.06,0,0,7.1,83.45
2831,117.92,15.73,0,0,5.72,81.65
2832,117.92,15.75,0,0,4.34,81.35
2833,117.92,15.72,0,0,2.69,80.95
2834,117.92,15.7,0,0,1.24,80.25
2835,117.92,15.7,0,0,1.79,80.05
2836,117.92,15.71,0,0,4.28,80.5
2837,117.92,15.73,40,32,6.41,81.5
2838,117.92,15.86,148,125,7.72,81
2839,93.17,15.96,465,105,8.62,79.8
2840,93.17,16.09,662,119,9.1,77.85
2841,93.17,16.21,816,139,9.24,75.95
2842,93.17,16.29,915,159,9.31,75.85
2843,93.17,16.4,963,161,10.07,75.75
2844,93.17,16.55,925,197,10.62,74.7
2845,93.17,16.69,866,158,10.97,73.95
2846,93.17,16.79,709,183,11.1,74.75
2847,93.17,16.81,563,109,11.38,77.95
2848,93.17,16.77,354,92,11.45,81.85
2849,93.17,16.73,143,58,11.31,84.2
2850,93.17,16.68,0,0,11.17,85.45
2851,108.17,16.6,0,0,10.69,86.3
2852,108.17,16.58,0,0,10.21,86.25
2853,108.17,16.53,0,0,10.14,86.3
2854,117.92,16.49,0,0,10,86.3
2855,117.92,16.36,0,0,10,83.25
2856,117.92,16.34,0,0,10.14,82.95
2857,117.92,16.3,0,0,10.07,83.05
2858,117.92,16.3,0,0,9.93,83.4
2859,117.92,16.28,0,0,9.72,83.55
2860,117.92,16.27,0,0,9.31,83.4
2861,117.92,16.27,56,32,8.97,83.45
2862,117.92,16.34,243,95,8.55,83.05
2863,93.17,16.42,461,117,8.07,83
2864,93.17,16.48,640,161,7.59,83.3
2865,109.111821678534,16.57,762,231,7.86,83.9
2866,108.18155000223,16.66,898,196,8.62,84.75
2867,111.694283827245,16.79,820,367,8.55,81.7
2868,107.563643339405,16.87,841,322,8.41,81.55
2869,108.854049355718,16.92,834,214,8.48,81.9
2870,107.640543625784,16.95,703,195,8.69,82
2871,109.799806167269,16.97,489,215,9.03,81.7
2872,107.03956587079,16.93,303,154,9.31,81.4
2873,106.912452721302,16.65,138,66,10.45,76.38
2874,107.131757623704,16.68,0,0,10.32,76.97
2875,110.67,16.71,0,0,10.18,77.56
2876,110.67,16.74,0,0,10.05,78.15
2877,110.67,16.77,0,0,9.91,78.74
2878,117.92,16.8,0,0,9.78,79.33
2879,117.92,16.83,0,0,9.64,79.92
2880,117.92,16.86,0,0,9.51,80.51
2881,117.92,16.9,0,0,9.37,81.1
2882,117.92,16.93,0,0,9.24,81.69
2883,117.92,16.96,0,0,9.1,82.28
2884,117.92,16.99,0,0,8.97,82.87
2885,117.92,17.02,56,37,8.83,83.46
2886,102.92,17.05,268,75,8.7,84.05
2887,93.17,17.08,478,106,8.56,84.64
2888,93.17,17.11,670,128,8.43,85.23
2889,103.43,17.19,827,142,8.97,85.45
2890,103.43,17.26,931,156,8.62,85.25
2891,103.43,17.25,984,147,7.38,85.95
2892,103.43,17.38,966,147,7.52,84.6
2893,103.43,17.48,884,144,8.21,83.7
2894,106.73,17.57,754,124,9.24,82.9
2895,106.73,17.58,571,117,9.24,82.4
2896,106.73,17.59,363,96,9.38,82.35
2897,106.73,17.6,154,58,9.38,82.35
2898,106.73,17.6,0,0,10.14,82.5
2899,95.67,17.6,0,0,10.28,82.15
2900,95.67,17.57,0,0,10.48,82.15
2901,95.67,17.49,0,0,10.34,82.8
2902,117.92,17.39,0,0,9.93,83.55
2903,117.92,17.32,0,0,9.59,82.25
2904,117.92,17.24,0,0,9.93,83.2
2905,117.92,17.19,0,0,10.28,84.45
2906,117.92,17.19,0,0,10.28,85.55
2907,117.92,17.19,0,0,9.79,86.35
2908,117.92,17.19,0,0,9.72,86.8
2909,117.92,17.22,50,39,9.72,86.75
2910,102.92,17.27,233,115,9.79,87
2911,93.17,17.3,447,149,9.24,87.5
2912,93.17,17.36,580,248,9.31,87.65
2913,103.43,17.38,784,204,9.17,87.85
2914,103.43,17.43,902,193,9.17,88
2915,103.43,17.25,917,247,9.24,88.45
2916,103.43,17.36,788,380,8.97,87.3
2917,103.43,17.51,675,389,9.31,85.4
2918,106.73,17.69,617,301,9.86,83
2919,106.73,17.79,440,257,10.21,80.75
2920,106.73,17.85,280,172,9.93,79.95
2921,106.73,17.79,132,76,9.79,82.35
2922,106.73,17.63,0,0,10,85.8
2923,95.67,17.5,0,0,10.07,88
2924,95.67,17.42,0,0,9.72,89.2
2925,95.67,17.36,0,0,9.66,89.85
2926,117.92,17.35,0,0,10.07,89.9
2927,117.92,17.21,0,0,10.69,89.7
2928,117.92,17.18,0,0,10.21,89.75
2929,117.92,17.23,0,0,10.48,89.25
2930,117.92,17.36,0,0,10.76,87.85
2931,117.92,17.55,0,0,10.76,86.15
2932,117.92,17.69,0,0,10.76,85
2933,117.92,17.68,65,39,10.21,85.25
2934,102.92,17.6,242,112,10,86.15
2935,93.17,17.53,387,213,9.79,87
2936,93.17,17.45,604,229,9.59,87.7
2937,103.43,17.44,615,381,9.31,87.6
2938,103.43,17.47,760,381,9.24,86.75
2939,103.43,17.54,835,363,9.03,83.3
2940,103.43,17.62,738,426,9.66,83.2
2941,103.43,17.74,789,291,10.34,83
2942,106.73,17.82,717,187,11.1,83.05
2943,106.73,17.86,537,169,11.24,83.3
2944,106.73,17.8,317,153,10.97,83.7
2945,106.73,17.77,91,79,10.83,83.55
2946,106.73,17.69,0,0,10.76,83.9
2947,95.67,17.58,0,0,10.34,85.15
2948,95.67,17.53,0,0,10.34,85.85
2949,95.67,17.5,0,0,10.28,86.25
2950,117.92,17.42,0,0,10.14,87
2951,117.92,17.3,0,0,9.79,87.15
2952,117.92,17.19,0,0,9.31,88.35
2953,117.92,17.11,0,0,8.69,88.9
2954,117.92,17.04,0,0,8.48,89.15
2955,117.92,17,0,0,8.83,88.95
2956,117.92,16.96,0,0,8.55,88.45
2957,117.92,16.89,71,39,7.31,88.65
2958,102.92,16.9,272,85,6,88.4
2959,93.17,16.91,473,127,5.31,88.25
2960,93.17,16.95,670,142,4.34,88
2961,103.43,17.03,566,401,3.17,87.45
2962,103.43,17.13,749,395,2.28,86.45
2963,103.43,17.09,645,474,2.9,87.7
2964,103.43,16.99,587,467,2.76,83.85
2965,103.43,16.85,608,424,3.17,82.85
2966,106.73,16.86,686,237,4.07,81.8
2967,106.73,16.58,484,234,5.86,81.95
2968,106.73,16.24,32,32,7.66,82.35
2969,106.73,16.1,152,69,6.97,81.4
2970,106.73,16.07,0,0,5.17,80.55
2971,95.67,16.1,0,0,3.72,79.7
2972,95.67,16.07,0,0,2.83,78.9
2973,95.67,16.02,0,0,1.72,78.45
2974,117.92,15.98,0,0,0.28,78.05
2975,117.92,16.24,0,0,1.93,77.4
2976,117.92,16.14,0,0,3.66,80.15
2977,117.92,16.1,0,0,4,81.1
2978,117.92,16.12,0,0,4.76,81.25
2979,117.92,16.15,0,0,5.38,81.4
2980,117.92,16.23,0,0,5.79,81.75
2981,117.92,16.37,73,41,5.45,81.2
2982,102.92,16.57,281,82,5.03,80.05
2983,93.17,16.75,495,105,4.69,79.2
2984,93.17,16.99,684,134,4.34,76.05
2985,93.17,17.15,844,142,3.86,74.6
2986,93.17,17.21,952,144,2.97,75
2987,93.17,17.33,994,156,2.07,74.05
2988,93.17,17.46,981,145,1.03,72
2989,93.17,17.58,895,153,0.83,70.3
2990,93.17,17.77,749,160,2,68.95
2991,93.17,17.78,575,131,3.66,71.55
2992,93.17,17.52,374,99,5.1,78.25
2993,93.17,17.3,165,61,5.72,83.3
2994,93.17,17.21,0,0,6.14,85.6
2995,93.17,17.13,0,0,6.55,87.25
2996,93.17,17.2,0,0,6.97,86.55
2997,93.17,17.31,0,0,7.66,84.5
2998,117.92,17.37,0,0,8.07,82.35
2999,117.92,17.23,0,0,7.86,81.35
3000,117.92,17.2,0,0,8.69,80.9
3001,117.92,17.15,0,0,9.38,80.5
3002,117.92,17.14,0,0,9.79,79.95
3003,117.92,17.16,0,0,9.93,78.8
3004,117.92,17.18,0,0,10,78.5
3005,117.92,17.2,72,42,10.07,79.55
3006,102.92,17.19,267,93,10.21,81.9
3007,93.17,17.21,471,126,10.48,84
3008,93.17,17.21,662,144,10.69,86.7
3009,93.17,17.3,808,168,10.76,88.1
3010,93.17,17.46,892,210,10.76,87.5
3011,93.17,17.32,942,207,10.48,86.3
3012,93.17,17.53,905,237,10.76,85.3
3013,93.17,17.68,838,213,10.97,85.1
3014,93.17,17.8,591,324,11.1,85.3
3015,93.17,17.87,469,241,11.1,85.65
3016,93.17,17.93,313,157,10.83,85.8
3017,93.17,17.94,90,80,10.48,85.7
3018,93.17,17.9,0,0,10.14,85.35
3019,93.17,17.84,0,0,9.66,85.15
3020,93.17,17.8,0,0,8.97,85.2
3021,93.17,17.73,0,0,8.55,85.7
3022,117.92,17.66,0,0,8.41,86.15
3023,117.92,17.46,0,0,5.66,86.95
3024,117.92,17.4,0,0,6.83,87.8
3025,117.92,17.44,0,0,6.69,87.35
3026,117.92,17.41,0,0,5.79,87.3
3027,117.92,17.36,0,0,5.24,88
3028,117.92,17.3,0,0,4.55,88.55
3029,117.92,17.27,35,34,4.14,88.8
3030,102.92,17.28,150,132,4.41,88.6
3031,93.17,17.3,472,123,4.34,88.45
3032,93.17,17.42,662,139,2.07,87.65
3033,103.43,17.44,686,323,1.93,89
3034,103.43,17.28,463,419,6,87.15
3035,103.43,17.09,282,282,8.21,85.6
3036,103.540582181877,16.88,617,460,9.72,82.75
3037,103.76446615767,16.82,174,174,9.66,81.25
3038,107.335050369362,16.81,135,135,9.52,79.6
3039,107.613325139226,16.78,114,114,9.72,78.35
3040,107.822686695389,16.76,60,60,10.21,76.95
3041,107.825834635674,16.69,46,46,10.76,73.75
3042,107.807280946604,16.65,0,0,10.69,69.55
3043,95.67,16.65,0,0,10.55,67.2
3044,95.67,16.68,0,0,10.21,67.35
3045,95.67,16.78,0,0,9.31,68.7
3046,117.92,16.84,0,0,8.48,70.4
3047,117.92,16.58,0,0,7.03,67.6
3048,117.92,16.67,0,0,6.76,67.4
3049,117.92,16.71,0,0,7.45,64.6
3050,117.92,16.71,0,0,8.21,61.1
3051,117.92,16.66,0,0,8.76,59.85
3052,117.92,16.66,0,0,9.03,59.4
3053,117.92,16.71,83,41,8.9,59.75
3054,102.92,16.8,286,87,8.62,60.7
3055,93.17,16.92,498,115,8.21,62.25
3056,93.17,17.07,691,134,7.86,63.65
3057,103.43,17.27,850,141,7.79,65.05
3058,103.43,17.48,953,155,8,63.4
3059,103.676409904416,17.71,999,156,8.07,63.3
3060,104.292691622401,17.81,997,124,7.1,63
3061,104.393454604789,17.88,904,143,6.76,63.5
3062,108.121024643644,17.88,766,138,5.72,64.55
3063,108.296622863414,17.86,585,127,4.07,65.8
3064,108.338423658089,17.76,381,99,2,69.15
3065,108.398700437282,17.55,173,61,2.76,74.4
3066,108.044067569491,17.43,0,0,4.69,77.85
3067,95.67,17.43,0,0,5.52,78.65
3068,95.67,17.39,0,0,5.66,79.8
3069,95.67,17.32,0,0,5.52,81.2
3070,117.92,17.28,0,0,5.79,81.55
3071,117.92,17.23,0,0,6.28,81.8
3072,117.92,17.17,0,0,6.07,82.4
3073,117.92,17.1,0,0,5.45,83.05
3074,117.92,17,0,0,4.83,84.6
3075,117.92,16.89,0,0,4.69,85.65
3076,117.92,16.78,0,0,4.28,85.8
3077,117.92,16.74,81,46,3.66,84.85
3078,102.92,16.82,286,88,3.17,82.25
3079,93.17,16.97,497,116,2.97,80.2
3080,93.17,17.14,688,135,2.9,78.5
3081,103.43,17.32,846,142,2.62,76.95
3082,103.43,17.5,953,145,2.14,75.95
3083,104.216031128553,18.06,994,156,2.55,75.3
3084,104.974844876932,18.27,982,146,1.52,72.05
3085,104.404599373888,18.53,910,125,0.97,68.5
3086,107.707545587441,18.71,771,123,0.41,67.55
3087,107.938123517232,18.73,586,123,1.17,69.7
3088,107.7189223836,18.44,384,94,2.21,76.95
3089,107.687372475125,18.1,172,62,2.83,82.65
3090,107.609529100029,17.84,0,0,3.17,85.35
3091,95.67,17.69,0,0,3.86,85.95
3092,95.67,17.65,0,0,4.69,85.4
3093,95.67,17.65,0,0,5.38,84.05
3094,117.92,17.61,0,0,6,83.35
3095,117.92,17.42,0,0,5.86,84.15
3096,117.92,17.37,0,0,6,82.9
3097,117.92,17.31,0,0,5.93,82.05
3098,117.92,17.24,0,0,5.93,82
3099,117.92,17.16,0,0,6.07,82.1
3100,117.92,17.09,0,0,5.72,82.1
3101,117.92,17.06,92,41,4.97,82
3102,102.92,17.11,289,93,4.62,81.95
3103,93.17,17.2,398,231,4.83,81.85
3104,93.17,17.32,545,311,4.9,81.9
3105,103.43,17.41,840,174,5.17,82.15
3106,103.43,17.53,764,406,5.45,82.15
3107,103.94376287569,17.75,736,463,5.31,82.2
3108,104.39057879012,17.86,707,462,5.79,82.1
3109,105.020222060557,17.97,741,371,5.86,82.05
3110,108.450048559775,18.05,398,355,4.34,82
3111,108.976940581227,18.08,380,292,4.76,82.15
3112,109.404953283092,18.07,123,123,5.72,83.1
3113,109.549046662809,18,111,91,5.38,84.1
3114,109.251944850194,17.88,0,0,5.38,85.3
3115,95.67,17.8,0,0,5.17,86.2
3116,95.67,17.75,0,0,4.55,86.9
3117,95.67,17.67,0,0,4.41,87.6
3118,117.92,17.56,0,0,4.07,88.25
3119,117.92,17.2,0,0,2.48,81.6
3120,117.92,17.14,0,0,2.34,82.1
3121,117.92,17.09,0,0,1.93,82.75
3122,117.92,17.23,0,0,2.55,80.8
3123,117.92,17.5,0,0,2.69,77.65
3124,117.92,17.69,0,0,2.83,76.1
3125,117.92,17.87,8,8,3.03,75.9
3126,102.92,18.02,203,148,2.9,76.05
3127,93.17,18.21,444,187,2.62,75.35
3128,93.17,18.46,646,199,2.97,75.2
3129,103.43,18.74,811,199,3.31,74.75
3130,103.43,19.13,918,202,3.86,72.65
3131,105.51794670698,19.3,968,197,4.14,73.95
3132,106.4879044807,19.71,956,186,4.55,72
3133,106.493442094256,20.03,872,189,5.24,69.25
3134,109.82960271556,20.33,735,181,6.21,65.7
3135,109.622018813487,20.64,559,163,7.17,62
3136,109.515140886839,20.9,358,132,7.59,59.55
3137,109.461403651931,21.1,159,79,7.38,57.8
3138,109.260388906477,21.21,0,0,6.97,56.75
3139,95.67,21.24,0,0,6.48,56.1
3140,95.67,21.17,0,0,6.34,56.25
3141,95.67,21.12,0,0,6.62,56.7
3142,117.92,21.13,0,0,6.9,56.9
3143,117.92,20.56,0,0,5.93,61.35
3144,117.92,20.53,0,0,4.97,62.25
3145,117.92,20.49,0,0,4.28,63.05
3146,117.92,20.55,0,0,4.34,62.5
3147,117.92,20.7,0,0,4.76,61
3148,117.92,20.88,0,0,5.86,59.45
3149,117.92,20.98,70,52,7.45,58.85
3150,102.92,21.02,245,135,8.76,59.2
3151,93.17,20.99,452,182,9.45,60.35
3152,93.17,20.92,649,200,9.59,61.65
3153,93.17,20.83,818,191,9.38,63
3154,93.17,20.73,926,193,9.52,64.55
3155,93.17,20.27,976,187,9.31,67.7
3156,93.17,20.02,964,177,9.17,70.35
3157,93.17,19.67,879,180,8.69,74.7
3158,93.17,19.24,742,175,8.21,79.8
3159,93.17,18.92,537,196,7.66,83.8
3160,93.17,18.71,351,143,7.17,86.7
3161,93.17,18.55,158,82,7.03,88.55
3162,93.17,18.5,0,0,6.97,89.15
3163,93.17,18.49,0,0,6.83,88.95
3164,93.17,18.56,0,0,6.83,88.05
3165,93.17,18.64,0,0,6.97,87
3166,117.92,18.69,0,0,7.1,86.05
3167,117.92,18.67,0,0,5.72,85
3168,117.92,18.73,0,0,6.41,83.4
3169,117.92,18.78,0,0,6.9,81.6
3170,117.92,18.8,0,0,6.9,80.2
3171,117.92,18.83,0,0,6.41,78.95
3172,117.92,18.79,0,0,5.66,78.8
3173,117.92,18.64,92,48,5.1,80.3
3174,102.92,18.43,214,152,4.48,82.6
3175,93.17,18.27,402,235,3.86,84.95
3176,93.17,18.31,705,139,3.1,85.95
3177,93.17,18.58,864,149,2,85.4
3178,93.17,18.98,971,153,1.17,83.2
3179,93.17,19.66,1017,154,2.48,83.05
3180,93.17,19.92,999,154,2.62,82.35
3181,93.17,20.22,917,151,2.34,80.75
3182,93.17,20.45,784,137,2.28,79.8
3183,93.17,20.53,595,137,2.55,79.95
3184,93.17,20.48,389,112,2.69,80.55
3185,93.17,20.25,178,73,2.62,81.05
3186,93.17,19.96,0,0,2.76,81.4
3187,93.17,19.58,0,0,2.41,82.9
3188,93.17,19.3,0,0,2.41,84.4
3189,93.17,19.14,0,0,2.69,85.1
3190,117.92,19.04,0,0,3.03,85.45
3191,117.92,18.69,0,0,4,83.65
3192,117.92,18.81,0,0,4.55,81.6
3193,117.92,18.93,0,0,4.9,79.85
3194,117.92,18.99,0,0,4.97,79.6
3195,117.92,18.98,0,0,4.97,80.75
3196,117.92,18.92,0,0,5.03,82.35
3197,117.92,18.89,50,46,4.9,83.6
3198,102.92,18.9,220,148,4.9,84.45
3199,93.17,18.89,430,204,5.1,85.75
3200,93.17,18.85,628,224,4.76,87.1
3201,103.43,18.94,797,220,4.28,87.55
3202,103.440675754185,19.07,900,228,4.48,87.7
3203,104.208051520389,19.44,955,216,4.9,86.5
3204,106.422140463186,19.59,937,214,5.38,86.15
3205,105.466024935338,19.69,860,205,5.66,85.7
3206,108.157583518573,19.68,731,189,5.66,85.7
3207,108.265774257318,19.63,548,181,5.03,86.05
3208,107.854585364046,19.63,347,148,4.62,85.95
3209,108.208963177493,19.59,155,87,4.14,85.55
3210,109.525633349864,19.56,0,0,3.38,84.45
3211,95.67,19.61,0,0,2.69,82.85
3212,95.67,19.74,0,0,2.34,80.75
3213,95.67,19.91,0,0,2.07,78.5
3214,117.92,19.94,0,0,1.45,77.95
3215,117.92,19.24,0,0,2,82.15
3216,117.92,19.26,0,0,2.62,81.9
3217,117.92,19.5,0,0,2.14,79.6
3218,117.92,20.48,0,0,1.31,69.85
3219,117.92,20.36,0,0,1.03,71.25
3220,117.92,19.77,0,0,1.31,77.1
3221,117.92,19.95,66,54,2,74.8
3222,102.92,20.7,228,148,2.97,67.25
3223,93.17,20.97,435,204,3.03,64.8
3224,93.17,21.1,631,230,2.62,63.55
3225,103.430527252877,21.25,795,233,2.76,62.65
3226,103.449778676532,20.84,899,243,2.9,72.25
3227,104.712907331,21.3,947,241,1.45,74.85
3228,105.831259226892,22.13,940,223,0.83,65.25
3229,106.169101576838,22.71,854,227,0.48,57.7
3230,108.339964737246,22.86,718,219,0.28,56.8
3231,109.182706540382,22.44,535,204,0.41,70.75
3232,109.787584815882,22.43,336,164,0.76,69.15
3233,110.53165414275,22.08,149,93,1.59,73
3234,110.582978682738,21.61,0,0,2.83,78.1
3235,95.67,21.32,0,0,3.79,76.55
3236,95.67,21.16,0,0,4.21,72.9
3237,95.67,21.09,0,0,4.76,70.4
3238,117.92,21.22,0,0,5.38,68.35
3239,117.92,21.21,0,0,4.83,68.5
3240,117.92,21.41,0,0,4.69,66.8
3241,117.92,21.55,0,0,4.21,65.9
3242,117.92,21.46,0,0,3.59,67.05
3243,117.92,21.14,0,0,2.97,69.85
3244,117.92,20.74,0,0,2.62,73.6
3245,117.92,20.45,66,55,2.9,76.75
3246,102.92,20.3,229,149,3.52,78.8
3247,93.17,20.28,436,208,3.86,80.25
3248,93.17,20.39,631,235,4,80.55
3249,103.555608611458,20.7,803,226,4.21,79.2
