time_UTC,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20050113:2000,10.08,77.1,0.0,-0.0,0.0,329.0,1.1,17.0,100580.0
20050113:2100,9.52,77.0,0.0,-0.0,0.0,312.15,1.17,24.0,100530.0
20050113:2200,8.97,79.85,0.0,-0.0,0.0,306.15,1.24,27.0,100490.0
20050113:2300,8.46,82.75,0.0,-0.0,0.0,298.8,1.31,27.0,100450.0
20050114:0000,8.21,85.9,0.0,-0.0,0.0,312.95,1.31,29.0,100430.0
20050114:0100,7.77,89.05,0.0,-0.0,0.0,305.1,1.31,23.0,100420.0
20050114:0200,7.21,89.0,0.0,-0.0,0.0,295.1,1.45,9.0,100380.0
20050114:0300,7.16,92.35,0.0,-0.0,0.0,314.65,1.52,2.0,100320.0
20050114:0400,7.23,92.35,0.0,-0.0,0.0,308.5,1.72,358.0,100310.0
20050114:0500,7.49,95.8,0.0,-0.0,0.0,307.9,1.86,359.0,100320.0
20050114:0600,7.46,95.8,36.05,0.0,36.05,302.3,2.0,356.0,100340.0
20050114:0700,8.67,92.45,224.75,693.03,76.75,303.05,1.86,348.0,100360.0
20050114:0800,10.56,83.0,270.65,433.1,118.5,303.45,2.21,345.0,100390.0
20050114:0900,11.48,71.85,350.0,519.38,116.35,314.1,2.69,347.0,100380.0
20050114:1000,12.17,66.85,385.0,534.41,116.45,302.3,2.83,350.0,100330.0
20050114:1100,12.66,62.2,395.1,584.66,99.45,311.4,2.83,351.0,100250.0
20050114:1200,12.78,62.2,264.9,411.97,75.75,299.0,2.83,349.0,100210.0
20050114:1300,12.28,62.2,185.05,305.15,73.35,306.15,3.1,350.0,100200.0
20050114:1400,11.69,64.45,92.1,221.46,40.55,301.7,3.38,359.0,100220.0
20050114:1500,11.03,66.65,3.4,0.0,3.4,305.0,3.52,3.0,100230.0
20050114:1600,10.18,66.55,0.0,-0.0,0.0,304.6,3.59,4.0,100260.0
20050114:1700,9.43,68.9,0.0,-0.0,0.0,288.95,3.59,3.0,100290.0
20050114:1800,9.06,68.8,0.0,-0.0,0.0,304.05,3.66,359.0,100320.0
20050114:1900,9.29,68.9,0.0,-0.0,0.0,297.65,3.52,6.0,100320.0
20050114:2000,8.89,71.4,0.0,-0.0,0.0,290.3,3.66,0.0,100320.0
20050114:2100,8.67,68.8,0.0,-0.0,0.0,297.05,3.79,356.0,100300.0
20050114:2200,8.6,68.7,0.0,-0.0,0.0,303.45,4.07,352.0,100300.0
20050114:2300,8.45,66.15,0.0,-0.0,0.0,299.75,4.41,349.0,100250.0
20050115:0000,8.29,61.3,0.0,-0.0,0.0,302.1,4.55,348.0,100260.0
20050115:0100,8.1,63.6,0.0,-0.0,0.0,306.25,4.55,347.0,100250.0
20050115:0200,7.81,61.2,0.0,-0.0,0.0,302.1,4.62,344.0,100230.0
20050115:0300,7.43,65.95,0.0,-0.0,0.0,294.55,4.69,343.0,100180.0
20050115:0400,7.07,71.05,0.0,-0.0,0.0,292.6,4.69,344.0,100180.0
20050115:0500,6.82,73.8,0.0,-0.0,0.0,299.75,4.69,346.0,100210.0
20050115:0600,6.73,76.65,41.55,0.0,41.55,310.4,4.76,349.0,100240.0
20050115:0700,7.54,76.7,207.2,611.69,75.7,297.05,4.83,346.0,100220.0
20050115:0800,8.1,76.8,268.65,502.83,91.1,303.65,5.93,3.0,100220.0
20050115:0900,8.4,74.05,237.7,186.82,153.25,308.1,6.34,10.0,100230.0
20050115:1000,8.43,74.05,278.9,304.23,125.25,328.2,6.62,12.0,100190.0
20050115:1100,8.56,74.05,237.5,217.8,126.75,317.0,6.48,10.0,100120.0
20050115:1200,8.45,74.05,296.95,388.48,117.4,312.35,6.07,6.0,100070.0
20050115:1300,8.5,74.05,117.4,93.84,82.75,310.6,5.93,3.0,100070.0
20050115:1400,7.92,73.95,45.0,60.59,30.7,311.75,5.66,2.0,100070.0
20050115:1500,7.38,76.7,4.35,0.0,4.35,319.5,5.24,2.0,100070.0
20050115:1600,6.85,79.55,0.0,-0.0,0.0,303.25,5.03,2.0,100080.0
20050115:1700,6.51,82.55,0.0,-0.0,0.0,298.8,5.1,2.0,100090.0
20050115:1800,6.34,82.55,0.0,-0.0,0.0,303.85,5.31,3.0,100110.0
20050115:1900,6.56,76.55,0.0,-0.0,0.0,324.75,5.31,15.0,100050.0
20050115:2000,6.38,76.55,0.0,-0.0,0.0,302.3,5.45,18.0,100030.0
20050115:2100,6.32,79.5,0.0,-0.0,0.0,305.75,5.31,17.0,99990.0
20050115:2200,6.33,79.5,0.0,-0.0,0.0,303.65,5.72,18.0,99950.0
20050115:2300,6.4,79.5,0.0,-0.0,0.0,314.65,6.21,20.0,99890.0
20050116:0000,6.34,79.5,0.0,-0.0,0.0,317.2,6.41,21.0,99890.0
20050116:0100,6.27,79.5,0.0,-0.0,0.0,317.3,6.62,23.0,99870.0
20050116:0200,6.21,79.5,0.0,-0.0,0.0,315.25,6.97,24.0,99840.0
20050116:0300,6.1,82.5,0.0,-0.0,0.0,315.25,7.38,24.0,99760.0
20050116:0400,5.98,82.5,0.0,-0.0,0.0,316.8,7.72,22.0,99750.0
20050116:0500,5.88,82.5,0.0,-0.0,0.0,314.65,8.0,21.0,99740.0
20050116:0600,5.81,82.5,21.25,0.0,21.25,311.2,8.34,19.0,99770.0
20050116:0700,6.01,85.65,57.95,0.0,57.95,320.5,8.69,25.0,99710.0
20050116:0800,6.28,82.55,92.05,4.23,90.55,324.55,9.03,23.0,99750.0
20050116:0900,6.45,79.5,98.1,2.09,97.15,325.3,9.52,23.0,99760.0
20050116:1000,6.02,85.65,92.5,0.69,92.15,322.8,9.59,21.0,99720.0
20050116:1100,5.66,88.9,54.6,0.78,54.2,324.75,8.34,12.0,99680.0
20050116:1200,5.17,92.25,62.65,0.86,62.25,328.2,7.79,4.0,99640.0
20050116:1300,5.03,95.75,46.3,0.4,46.15,331.5,7.52,358.0,99640.0
20050116:1400,4.75,95.75,12.75,0.42,12.65,325.9,7.79,358.0,99630.0
20050116:1500,4.66,95.75,1.3,0.0,1.3,328.2,8.21,359.0,99630.0
20050116:1600,4.77,95.75,0.0,-0.0,0.0,324.55,8.76,1.0,99620.0
20050116:1700,5.01,92.25,0.0,-0.0,0.0,323.95,9.86,7.0,99620.0
20050116:1800,5.28,88.85,0.0,-0.0,0.0,325.3,10.62,13.0,99660.0
20050116:1900,4.24,95.75,0.0,-0.0,0.0,317.0,10.0,9.0,99740.0
20050116:2000,4.22,92.2,0.0,-0.0,0.0,322.2,9.93,9.0,99710.0
20050116:2100,4.25,95.75,0.0,-0.0,0.0,324.55,9.72,8.0,99710.0
20050116:2200,4.24,92.2,0.0,-0.0,0.0,323.4,9.72,8.0,99710.0
20050116:2300,4.09,95.75,0.0,-0.0,0.0,318.55,8.76,4.0,99680.0
20050117:0000,4.18,95.75,0.0,-0.0,0.0,323.95,8.83,3.0,99680.0
20050117:0100,4.54,95.75,0.0,-0.0,0.0,323.9,8.9,2.0,99670.0
20050117:0200,5.15,92.25,0.0,-0.0,0.0,327.45,8.69,2.0,99650.0
20050117:0300,5.56,92.25,0.0,-0.0,0.0,320.1,9.45,8.0,99650.0
20050117:0400,6.09,92.3,0.0,-0.0,0.0,327.05,8.9,8.0,99660.0
20050117:0500,6.23,88.95,0.0,-0.0,0.0,328.6,8.83,9.0,99700.0
20050117:0600,6.64,85.75,32.95,0.0,32.95,328.6,8.76,10.0,99800.0
20050117:0700,6.79,89.0,118.75,156.32,84.65,321.25,7.45,7.0,99830.0
20050117:0800,7.4,89.0,102.7,24.51,93.95,317.0,7.1,5.0,99930.0
20050117:0900,7.72,85.85,162.6,105.32,114.5,330.15,7.38,5.0,99980.0
20050117:1000,8.06,85.85,154.1,48.39,129.4,329.95,8.14,8.0,100000.0
20050117:1100,8.18,82.75,92.95,3.6,91.1,331.7,8.62,12.0,100000.0
20050117:1200,7.75,79.7,97.8,25.82,85.7,331.5,8.9,12.0,100040.0
20050117:1300,7.46,82.65,84.2,23.81,75.25,328.8,8.83,10.0,100070.0
20050117:1400,7.37,79.65,46.6,48.2,34.9,331.3,9.45,11.0,100130.0
20050117:1500,7.13,79.65,3.25,0.0,3.25,323.0,8.97,10.0,100180.0
20050117:1600,6.87,79.55,0.0,-0.0,0.0,325.1,8.83,7.0,100240.0
20050117:1700,6.78,79.55,0.0,-0.0,0.0,329.4,8.76,6.0,100280.0
20050117:1800,6.8,79.55,0.0,-0.0,0.0,333.85,8.62,4.0,100350.0
20050117:1900,7.3,79.65,0.0,-0.0,0.0,334.6,8.69,7.0,100290.0
20050117:2000,7.13,79.65,0.0,-0.0,0.0,321.25,8.14,5.0,100330.0
20050117:2100,7.06,82.6,0.0,-0.0,0.0,329.0,7.86,4.0,100340.0
20050117:2200,6.95,79.55,0.0,-0.0,0.0,331.9,7.79,4.0,100340.0
20050117:2300,6.8,79.55,0.0,-0.0,0.0,330.35,7.66,2.0,100310.0
20050118:0000,6.71,79.55,0.0,-0.0,0.0,334.4,7.45,2.0,100300.0
20050118:0100,6.61,82.55,0.0,-0.0,0.0,329.3,7.31,1.0,100300.0
20050118:0200,6.6,82.55,0.0,-0.0,0.0,329.0,6.97,360.0,100280.0
20050118:0300,6.59,82.55,0.0,-0.0,0.0,335.0,6.62,359.0,100250.0
20050118:0400,6.57,82.55,0.0,-0.0,0.0,326.5,6.21,357.0,100250.0
20050118:0500,6.62,79.55,0.0,-0.0,0.0,329.55,5.79,355.0,100260.0
20050118:0600,6.73,79.55,18.1,0.0,18.1,334.4,5.31,352.0,100290.0
20050118:0700,7.19,79.65,75.8,41.39,66.7,340.4,5.24,349.0,100250.0
20050118:0800,7.48,79.65,147.05,59.73,125.6,335.75,5.24,347.0,100290.0
20050118:0900,7.98,73.95,218.1,114.44,165.55,335.95,6.41,356.0,100250.0
20050118:1000,8.49,71.35,232.0,93.63,183.95,336.95,6.41,357.0,100190.0
20050118:1100,8.74,68.8,221.15,83.86,177.75,334.8,6.28,357.0,100120.0
20050118:1200,8.94,68.8,187.15,113.06,133.8,339.25,5.79,358.0,100050.0
20050118:1300,8.99,68.8,137.7,160.55,76.8,334.8,5.31,357.0,100020.0
20050118:1400,8.84,66.25,76.0,123.28,45.65,322.8,4.69,352.0,100010.0
20050118:1500,8.51,71.35,5.1,0.0,5.1,318.75,4.0,349.0,99990.0
20050118:1600,7.93,73.95,0.0,-0.0,0.0,306.95,3.1,348.0,99960.0
20050118:1700,7.52,76.7,0.0,-0.0,0.0,301.7,2.62,345.0,99950.0
20050118:1800,7.11,79.55,0.0,-0.0,0.0,292.6,2.14,337.0,99940.0
20050118:1900,6.68,79.55,0.0,-0.0,0.0,292.2,1.66,334.0,99900.0
20050118:2000,6.01,85.65,0.0,-0.0,0.0,282.75,1.45,319.0,99880.0
20050118:2100,5.3,85.6,0.0,-0.0,0.0,272.85,1.45,309.0,99830.0
20050118:2200,5.06,88.85,0.0,-0.0,0.0,278.3,1.31,303.0,99810.0
20050118:2300,5.28,85.6,0.0,-0.0,0.0,277.9,1.1,305.0,99740.0
20050119:0000,6.24,79.5,0.0,-0.0,0.0,271.5,0.62,306.0,99710.0
20050119:0100,6.17,79.5,0.0,-0.0,0.0,264.85,0.34,292.0,99670.0
20050119:0200,6.03,82.5,0.0,-0.0,0.0,253.9,0.21,243.0,99620.0
20050119:0300,5.87,82.5,0.0,-0.0,0.0,252.55,0.28,196.0,99560.0
20050119:0400,5.59,85.6,0.0,-0.0,0.0,260.1,0.41,184.0,99510.0
20050119:0500,5.17,82.4,0.0,-0.0,0.0,277.3,0.34,161.0,99510.0
20050119:0600,5.51,82.4,40.5,0.0,40.5,276.55,0.34,133.0,99510.0
20050119:0700,5.88,82.5,247.75,775.27,75.85,268.4,0.34,133.0,99510.0
20050119:0800,8.02,79.7,386.15,793.14,99.55,276.15,0.62,155.0,99540.0
20050119:0900,9.68,69.0,450.1,668.21,141.55,273.45,1.31,181.0,99540.0
20050119:1000,10.67,64.25,454.9,610.14,140.0,276.35,1.86,191.0,99490.0
20050119:1100,11.22,62.0,455.15,623.19,130.65,297.85,2.07,190.0,99420.0
20050119:1200,11.63,62.0,358.75,514.79,114.1,304.6,2.28,178.0,99350.0
20050119:1300,11.67,59.85,251.45,410.79,94.2,306.75,2.55,163.0,99310.0
20050119:1400,11.5,62.0,121.9,258.13,57.45,299.4,2.9,153.0,99300.0
20050119:1500,11.0,64.25,8.2,0.0,8.2,287.95,2.9,143.0,99310.0
20050119:1600,10.13,69.0,0.0,-0.0,0.0,277.3,3.1,137.0,99320.0
20050119:1700,9.67,69.0,0.0,-0.0,0.0,277.3,3.03,136.0,99360.0
20050119:1800,9.47,71.5,0.0,-0.0,0.0,282.55,2.97,136.0,99400.0
20050119:1900,9.66,71.6,0.0,-0.0,0.0,302.85,3.03,127.0,99380.0
20050119:2000,9.65,74.2,0.0,-0.0,0.0,297.85,3.17,131.0,99400.0
20050119:2100,9.8,71.6,0.0,-0.0,0.0,316.2,3.45,139.0,99390.0
20050119:2200,9.72,71.6,0.0,-0.0,0.0,310.8,3.66,156.0,99410.0
20050119:2300,9.65,74.3,0.0,-0.0,0.0,326.85,3.17,160.0,99400.0
20050120:0000,9.53,79.9,0.0,-0.0,0.0,325.5,2.48,140.0,99400.0
20050120:0100,9.22,82.9,0.0,-0.0,0.0,324.65,2.0,109.0,99380.0
20050120:0200,8.49,92.4,0.0,-0.0,0.0,325.7,1.52,77.0,99350.0
20050120:0300,7.99,92.4,0.0,-0.0,0.0,329.55,1.24,97.0,99320.0
20050120:0400,8.05,95.8,0.0,-0.0,0.0,333.85,1.66,94.0,99320.0
20050120:0500,7.99,95.8,0.0,-0.0,0.0,325.1,1.93,71.0,99350.0
20050120:0600,8.37,92.4,41.55,0.0,41.55,329.55,2.28,55.0,99400.0
20050120:0700,9.2,89.15,85.05,19.89,80.6,321.65,2.55,52.0,99460.0
20050120:0800,10.01,89.2,144.55,16.5,138.55,327.25,2.62,49.0,99560.0
20050120:0900,10.82,80.1,203.25,31.65,188.55,325.1,3.1,53.0,99560.0
20050120:1000,11.42,77.3,195.35,21.48,184.2,325.1,3.17,56.0,99580.0
20050120:1100,11.72,77.35,207.35,92.08,159.1,332.5,3.45,55.0,99550.0
20050120:1200,12.15,77.35,166.55,37.18,148.75,332.85,3.45,70.0,99540.0
20050120:1300,12.19,72.05,135.7,39.21,120.55,331.3,3.17,84.0,99540.0
20050120:1400,12.06,71.95,67.25,38.5,57.5,318.35,3.24,95.0,99540.0
20050120:1500,11.17,71.85,6.45,0.0,6.45,326.1,3.38,111.0,99580.0
20050120:1600,10.27,77.15,0.0,-0.0,0.0,317.55,2.97,113.0,99630.0
20050120:1700,9.42,85.95,0.0,-0.0,0.0,317.75,2.83,110.0,99680.0
20050120:1800,9.07,89.1,0.0,-0.0,0.0,323.95,2.34,87.0,99720.0
20050120:1900,8.84,92.45,0.0,-0.0,0.0,335.75,3.24,39.0,99710.0
20050120:2000,8.93,89.1,0.0,-0.0,0.0,330.95,3.1,52.0,99740.0
20050120:2100,8.96,92.45,0.0,-0.0,0.0,333.85,2.83,61.0,99710.0
20050120:2200,8.74,92.45,0.0,-0.0,0.0,329.0,2.21,52.0,99670.0
20050120:2300,8.34,92.4,0.0,-0.0,0.0,315.65,1.93,49.0,99610.0
20050121:0000,8.08,95.8,0.0,-0.0,0.0,314.5,1.66,62.0,99580.0
20050121:0100,7.63,92.4,0.0,-0.0,0.0,312.05,1.31,49.0,99570.0
20050121:0200,7.43,95.8,0.0,-0.0,0.0,307.7,2.07,19.0,99520.0
20050121:0300,7.39,95.8,0.0,-0.0,0.0,311.75,2.55,12.0,99440.0
20050121:0400,7.44,95.8,0.0,-0.0,0.0,316.6,2.76,4.0,99460.0
20050121:0500,7.59,95.8,0.0,-0.0,0.0,318.55,2.83,2.0,99510.0
20050121:0600,7.52,95.8,43.3,0.0,43.3,313.5,2.34,8.0,99520.0
20050121:0700,8.13,92.4,233.85,690.87,77.9,286.6,1.72,7.0,99500.0
20050121:0800,9.52,85.95,363.75,694.51,109.5,282.95,1.59,359.0,99520.0
20050121:0900,10.58,74.4,403.75,499.24,170.5,289.1,0.48,358.0,99460.0
20050121:1000,11.19,71.85,413.9,469.84,168.55,303.25,1.24,204.0,99390.0
20050121:1100,11.77,66.85,374.0,376.24,175.6,307.9,2.62,220.0,99300.0
20050121:1200,11.93,66.85,380.35,534.2,122.75,310.8,3.24,229.0,99240.0
20050121:1300,11.98,64.45,237.65,341.18,104.6,304.2,3.52,235.0,99210.0
20050121:1400,11.74,62.1,120.2,216.27,64.65,303.45,3.1,224.0,99180.0
20050121:1500,11.33,64.35,9.5,0.0,9.5,292.4,2.76,201.0,99150.0
20050121:1600,10.61,71.7,0.0,-0.0,0.0,291.45,2.9,195.0,99160.0
20050121:1700,10.33,71.7,0.0,-0.0,0.0,297.05,2.9,198.0,99160.0
20050121:1800,10.25,71.7,0.0,-0.0,0.0,297.85,2.62,202.0,99160.0
20050121:1900,10.89,71.75,0.0,-0.0,0.0,303.45,3.03,221.0,99090.0
20050121:2000,10.85,69.15,0.0,-0.0,0.0,298.8,3.17,239.0,99070.0
20050121:2100,10.83,69.15,0.0,-0.0,0.0,307.9,3.31,249.0,99070.0
20050121:2200,10.7,66.65,0.0,-0.0,0.0,310.8,3.1,251.0,99060.0
20050121:2300,10.43,69.1,0.0,-0.0,0.0,301.5,3.03,247.0,99010.0
20050122:0000,10.1,71.6,0.0,-0.0,0.0,281.95,3.03,243.0,99010.0
20050122:0100,9.79,71.6,0.0,-0.0,0.0,270.45,3.03,243.0,99020.0
20050122:0200,9.58,74.2,0.0,-0.0,0.0,270.95,3.03,243.0,98980.0
20050122:0300,9.4,74.2,0.0,-0.0,0.0,271.9,2.9,241.0,98950.0
20050122:0400,9.25,74.2,0.0,-0.0,0.0,272.3,2.83,243.0,98950.0
20050122:0500,9.16,74.2,0.0,-0.0,0.0,276.15,2.76,245.0,98980.0
20050122:0600,9.08,76.95,41.6,0.0,41.6,277.7,2.62,244.0,99000.0
20050122:0700,9.93,77.1,244.6,736.56,76.75,289.3,2.28,256.0,99030.0
20050122:0800,11.74,69.35,373.6,732.49,103.6,299.0,2.83,254.0,99060.0
20050122:0900,12.59,66.95,441.6,663.51,129.7,298.05,3.03,254.0,99070.0
20050122:1000,13.05,66.95,479.35,715.58,103.4,294.15,2.97,258.0,99040.0
20050122:1100,13.43,64.65,492.55,740.94,99.3,299.4,2.83,268.0,99000.0
20050122:1200,13.7,64.75,350.65,540.02,88.3,295.9,2.48,279.0,98970.0
20050122:1300,13.72,64.75,232.85,413.57,70.05,325.7,2.07,291.0,98980.0
20050122:1400,13.38,62.3,81.4,159.49,39.85,320.1,1.31,300.0,98960.0
20050122:1500,12.32,66.95,7.85,0.0,7.85,317.95,1.86,1.0,99020.0
20050122:1600,11.0,74.45,0.0,-0.0,0.0,305.0,3.17,30.0,99050.0
20050122:1700,10.02,79.95,0.0,-0.0,0.0,304.05,3.31,33.0,99070.0
20050122:1800,9.42,82.9,0.0,-0.0,0.0,305.95,2.69,22.0,99130.0
20050122:1900,9.5,82.9,0.0,-0.0,0.0,334.4,2.14,25.0,99150.0
20050122:2000,9.36,82.9,0.0,-0.0,0.0,336.55,1.79,32.0,99150.0
20050122:2100,9.0,85.95,0.0,-0.0,0.0,326.1,1.72,30.0,99160.0
20050122:2200,8.86,85.95,0.0,-0.0,0.0,335.2,2.0,26.0,99180.0
20050122:2300,8.63,85.95,0.0,-0.0,0.0,345.05,2.97,17.0,99180.0
20050123:0000,8.07,89.05,0.0,-0.0,0.0,350.65,5.17,11.0,99250.0
20050123:0100,6.86,85.75,0.0,-0.0,0.0,345.15,5.79,7.0,99360.0
20050123:0200,6.26,88.95,0.0,-0.0,0.0,336.15,4.83,356.0,99410.0
20050123:0300,6.07,88.9,0.0,-0.0,0.0,324.55,4.48,348.0,99470.0
20050123:0400,5.95,88.9,0.0,-0.0,0.0,314.5,4.0,345.0,99510.0
20050123:0500,6.13,82.55,0.0,-0.0,0.0,321.65,3.45,341.0,99620.0
20050123:0600,6.0,82.5,47.8,0.0,47.8,290.3,3.1,334.0,99700.0
20050123:0700,6.7,73.8,268.9,844.92,74.45,265.9,3.72,328.0,99720.0
20050123:0800,7.71,61.2,396.3,844.78,82.7,253.5,4.9,335.0,99780.0
20050123:0900,8.32,52.6,513.45,881.86,96.3,249.85,6.07,345.0,99840.0
20050123:1000,8.89,48.8,569.0,900.9,92.75,251.0,6.14,347.0,99870.0
20050123:1100,9.32,43.55,526.7,794.58,102.2,253.7,5.86,345.0,99850.0
20050123:1200,9.48,41.85,456.0,762.45,82.8,255.25,5.45,342.0,99870.0
20050123:1300,9.46,40.25,322.7,634.41,70.6,244.05,4.9,340.0,99940.0
20050123:1400,9.22,38.7,155.25,402.69,48.85,243.45,4.34,342.0,99970.0
20050123:1500,8.66,41.7,9.1,0.0,9.1,240.75,3.38,346.0,100020.0
20050123:1600,7.69,46.65,0.0,-0.0,0.0,239.0,2.62,353.0,100070.0
20050123:1700,6.8,52.2,0.0,-0.0,0.0,237.45,2.21,4.0,100120.0
20050123:1800,5.42,65.55,0.0,-0.0,0.0,235.9,1.79,19.0,100170.0
20050123:1900,5.12,60.65,0.0,-0.0,0.0,236.65,1.31,41.0,100180.0
20050123:2000,6.56,48.15,0.0,-0.0,0.0,236.5,0.76,44.0,100200.0
20050123:2100,6.37,50.05,0.0,-0.0,0.0,238.2,0.34,59.0,100230.0
20050123:2200,6.11,52.1,0.0,-0.0,0.0,239.4,0.48,65.0,100230.0
20050123:2300,5.94,54.05,0.0,-0.0,0.0,243.85,0.69,74.0,100240.0
20050124:0000,5.77,56.2,0.0,-0.0,0.0,248.3,0.76,96.0,100230.0
20050124:0100,4.89,62.95,0.0,-0.0,0.0,253.05,1.17,117.0,100230.0
20050124:0200,3.53,73.2,0.0,-0.0,0.0,259.9,1.66,121.0,100190.0
20050124:0300,3.47,73.2,0.0,-0.0,0.0,273.85,2.0,123.0,100160.0
20050124:0400,3.9,73.3,0.0,-0.0,0.0,272.3,2.21,119.0,100120.0
20050124:0500,4.55,70.6,0.0,-0.0,0.0,278.5,2.48,118.0,100120.0
20050124:0600,5.55,65.55,56.65,0.0,56.65,277.5,2.76,119.0,100110.0
20050124:0700,7.12,63.5,200.0,322.8,124.95,307.3,2.62,124.0,100110.0
20050124:0800,9.24,59.25,350.8,552.9,144.05,298.6,2.97,140.0,100060.0
20050124:0900,10.85,53.25,459.9,711.01,121.4,293.0,4.28,166.0,99990.0
20050124:1000,11.76,49.6,524.85,787.24,106.05,287.0,6.0,181.0,99900.0
20050124:1100,12.0,47.75,461.95,607.08,135.45,275.2,6.97,187.0,99780.0
20050124:1200,12.07,49.6,302.05,392.33,108.55,283.3,7.45,188.0,99680.0
20050124:1300,12.06,55.5,171.7,189.82,95.55,304.2,7.72,190.0,99640.0
20050124:1400,12.33,57.75,44.3,37.32,34.3,328.8,8.14,196.0,99580.0
20050124:1500,11.92,66.85,4.9,0.0,4.9,342.95,7.38,194.0,99540.0
20050124:1600,11.37,74.55,0.0,-0.0,0.0,335.95,7.1,186.0,99480.0
20050124:1700,11.12,83.05,0.0,-0.0,0.0,331.5,7.38,180.0,99440.0
20050124:1800,11.12,86.1,0.0,-0.0,0.0,319.3,6.55,185.0,99380.0
20050124:1900,11.35,86.15,0.0,-0.0,0.0,332.3,5.31,193.0,99310.0
20050124:2000,11.33,89.3,0.0,-0.0,0.0,310.2,4.41,201.0,99290.0
20050124:2100,11.07,89.3,0.0,-0.0,0.0,291.45,4.21,201.0,99300.0
20050124:2200,10.83,86.1,0.0,-0.0,0.0,286.2,4.14,199.0,99270.0
20050124:2300,10.63,89.25,0.0,-0.0,0.0,286.2,4.14,198.0,99230.0
20050125:0000,10.57,89.25,0.0,-0.0,0.0,293.0,4.28,196.0,99190.0
20050125:0100,10.62,89.25,0.0,-0.0,0.0,295.45,4.55,194.0,99190.0
20050125:0200,10.72,86.1,0.0,-0.0,0.0,296.1,4.55,193.0,99150.0
20050125:0300,10.96,86.1,0.0,-0.0,0.0,298.8,4.76,194.0,99090.0
20050125:0400,11.24,83.1,0.0,-0.0,0.0,299.0,5.03,196.0,99080.0
20050125:0500,11.58,83.1,0.0,-0.0,0.0,310.05,5.52,195.0,99080.0
20050125:0600,12.0,83.15,53.65,0.0,53.65,313.3,5.79,193.0,99090.0
20050125:0700,12.89,86.25,193.75,330.49,116.1,314.5,5.1,190.0,99090.0
20050125:0800,13.96,83.35,287.75,305.51,172.65,314.3,5.79,192.0,99070.0
20050125:0900,14.69,80.45,324.25,226.93,215.5,313.5,6.41,193.0,99060.0
20050125:1000,15.03,75.0,297.55,158.94,212.45,335.75,6.55,194.0,99020.0
20050125:1100,15.01,75.0,237.9,54.11,208.6,332.3,6.48,192.0,98940.0
20050125:1200,14.96,75.0,199.9,63.58,168.3,334.8,6.55,188.0,98870.0
20050125:1300,14.98,75.0,166.95,61.97,141.85,334.4,6.62,184.0,98830.0
20050125:1400,14.94,75.0,81.35,21.52,75.5,327.05,7.31,183.0,98840.0
20050125:1500,14.52,77.65,8.7,0.0,8.7,323.55,7.24,183.0,98830.0
20050125:1600,14.03,80.4,0.0,-0.0,0.0,319.3,7.03,182.0,98830.0
20050125:1700,13.94,83.35,0.0,-0.0,0.0,334.8,7.1,182.0,98850.0
20050125:1800,13.65,86.3,0.0,-0.0,0.0,305.55,6.97,184.0,98870.0
20050125:1900,13.39,89.4,0.0,-0.0,0.0,291.25,6.07,185.0,98900.0
20050125:2000,13.23,89.4,0.0,-0.0,0.0,290.3,6.41,184.0,98880.0
20050125:2100,13.21,86.3,0.0,-0.0,0.0,287.95,6.83,185.0,98870.0
20050125:2200,13.37,86.3,0.0,-0.0,0.0,290.85,7.17,185.0,98860.0
20050125:2300,13.64,83.25,0.0,-0.0,0.0,292.2,7.59,186.0,98800.0
20050126:0000,13.91,77.6,0.0,-0.0,0.0,293.4,7.86,186.0,98780.0
20050126:0100,14.04,77.6,0.0,-0.0,0.0,292.7,7.86,188.0,98780.0
20050126:0200,13.97,77.6,0.0,-0.0,0.0,300.75,7.45,189.0,98760.0
20050126:0300,13.72,77.6,0.0,-0.0,0.0,300.95,7.03,187.0,98730.0
20050126:0400,13.61,83.25,0.0,-0.0,0.0,304.8,6.97,184.0,98740.0
20050126:0500,13.52,83.25,0.0,-0.0,0.0,294.95,7.03,184.0,98760.0
20050126:0600,13.55,83.25,51.6,0.0,51.6,294.35,7.1,183.0,98790.0
20050126:0700,14.34,80.45,242.8,643.14,90.05,295.7,6.97,185.0,98790.0
20050126:0800,14.93,75.0,383.1,695.11,119.2,307.7,7.38,186.0,98810.0
20050126:0900,15.24,67.45,436.85,641.82,127.2,305.0,7.93,187.0,98830.0
20050126:1000,15.32,62.75,538.05,825.08,93.4,316.4,7.93,186.0,98800.0
20050126:1100,15.49,60.5,494.8,733.32,95.0,297.45,8.28,188.0,98720.0
20050126:1200,15.31,58.35,435.85,686.74,91.9,291.65,8.21,190.0,98670.0
20050126:1300,15.16,60.4,270.05,427.12,95.4,297.65,8.14,194.0,98680.0
20050126:1400,14.67,62.55,112.3,209.16,54.65,296.5,7.52,196.0,98710.0
20050126:1500,13.71,67.15,9.4,0.0,9.4,320.5,7.72,195.0,98720.0
20050126:1600,12.79,74.7,0.0,-0.0,0.0,313.3,8.14,191.0,98670.0
20050126:1700,12.6,74.7,0.0,-0.0,0.0,300.75,9.59,194.0,98650.0
20050126:1800,12.71,74.7,0.0,-0.0,0.0,297.25,9.38,197.0,98670.0
20050126:1900,12.95,69.45,0.0,-0.0,0.0,299.75,9.24,211.0,98740.0
